year,month,day,dep_time,arr_time,carrier,tailnum,flight,origin,dest,carrier_delay,weather_delay,nas_delay,aircraft_delay
2014,1,7,726,1041,AA,N3ARAA,2279,LGA,MIA,0,16,0,0
2014,1,7,2028,2350,AA,N352AA,2351,JFK,MIA,0,175,0,0
2014,1,7,934,1222,AA,N5EJAA,2493,JFK,MCO,0,147,0,0
2014,1,7,1553,1930,B6,N351JB,1729,JFK,RSW,0,21,16,0
2014,1,7,1557,1850,B6,N591JB,477,JFK,JAX,0,58,12,0
2014,1,7,7,458,B6,N591JB,839,JFK,BQN,0,8,14,0
2014,1,7,1712,2020,AA,N3FWAA,45,JFK,LAS,0,12,13,0
2014,1,7,835,1201,AA,N357AA,59,JFK,SFO,0,26,0,0
2014,1,7,1731,2057,AA,N3KCAA,67,JFK,SAN,0,26,16,0
2014,1,7,1648,2154,AA,N5EJAA,95,JFK,SJU,0,13,6,5
2014,1,7,1036,1400,DL,N320NB,1174,LGA,PBI,10,11,19,0
2014,1,7,1750,1937,DL,N359NB,1231,LGA,DTW,0,177,0,0
2014,1,7,853,1202,AA,N397AA,1345,JFK,MIA,0,77,0,0
2014,1,7,1653,2016,DL,N723TW,2017,JFK,PDX,0,23,4,0
2014,1,7,1835,2141,DL,N388DA,2065,JFK,FLL,0,32,0,90
2014,1,7,1605,1912,DL,N3759,2082,JFK,LAS,0,30,6,0
2014,1,7,922,1139,DL,N956DN,2119,LGA,MSP,7,45,7,0
2014,1,7,1959,2349,DL,N644DL,2137,JFK,SLC,0,30,19,0
2014,1,7,2223,2327,DL,N378DA,2155,JFK,BOS,30,26,0,30
2014,1,7,2103,7,DL,N911DE,2159,JFK,MCO,0,27,0,86
2014,1,7,1036,1353,DL,N388DA,2190,JFK,MIA,0,151,1,0
2014,1,7,2106,2359,DL,N3743H,2323,JFK,LAS,0,54,0,0
2014,1,7,840,1145,DL,N684DA,2379,JFK,LAS,0,16,11,0
2014,1,7,851,1151,DL,N971DL,2431,JFK,FLL,0,16,0,0
2014,1,7,2024,112,DL,N3755D,4,JFK,SJU,0,20,0,51
2014,1,7,2038,2312,DL,N3750D,407,JFK,DEN,0,25,0,0
2014,1,7,1719,2101,DL,N624AG,409,JFK,SFO,0,73,0,0
2014,1,7,1549,1911,DL,N703TW,419,JFK,SEA,0,39,2,0
2014,1,7,1043,1416,DL,N172DN,422,JFK,LAX,0,103,4,0
2014,1,7,632,928,DL,N3771K,424,JFK,ATL,0,22,16,0
2014,1,7,2214,119,DL,N195DN,427,JFK,LAX,2,97,0,0
2014,1,7,1335,1724,DL,N722TW,432,JFK,SFO,0,35,13,0
2014,1,7,2045,33,DL,N712TW,435,JFK,SFO,0,104,0,0
2014,1,7,1229,1518,DL,N3740C,443,JFK,LAS,0,320,0,0
2014,1,7,1952,2307,DL,N3744F,444,JFK,SAN,0,22,0,8
2014,1,7,1007,1452,DL,N3773D,457,JFK,SJU,0,62,0,0
2014,1,7,835,1153,DL,N190DN,472,JFK,LAX,0,78,0,0
2014,1,7,853,1137,DL,N908DE,474,JFK,ATL,0,23,5,0
2014,1,7,1145,1413,DL,N941DL,479,JFK,ATL,0,184,0,0
2014,1,7,1604,1902,DL,N978DL,480,JFK,MCO,0,304,0,0
2014,1,7,1735,1842,EV,N12921,3833,EWR,DCA,0,77,0,0
2014,1,7,1956,2217,EV,N14998,4294,EWR,SAV,5,9,5,37
2014,1,7,1501,1753,EV,N21144,4181,EWR,MCI,0,2,31,0
2014,1,7,2011,2227,EV,N14203,4328,EWR,MSY,0,54,0,91
2014,1,7,1656,1830,EV,N13566,4225,EWR,ROC,0,17,15,0
2014,1,7,833,927,EV,N14905,4234,EWR,BWI,0,22,0,0
2014,1,7,2040,2309,EV,N21154,4333,EWR,TUL,0,17,0,0
2014,1,7,1545,1720,EV,N13914,4502,EWR,BNA,0,23,0,0
2014,1,7,1852,2009,EV,N12957,4300,EWR,RIC,0,26,0,34
2014,1,7,725,955,EV,N14991,4676,EWR,GRR,0,20,18,0
2014,1,7,1649,1823,EV,N615QX,4949,LGA,GSO,0,29,0,54
2014,1,7,1543,1738,EV,N750EV,5337,LGA,ROC,2,256,27,0
2014,1,7,1712,1824,EV,N760EV,5383,LGA,RIC,74,6,0,4
2014,1,7,1538,1737,EV,N724EV,5525,LGA,GRR,19,246,0,0
2014,1,7,1822,2045,EV,N14905,5810,EWR,CVG,6,11,6,15
2014,1,7,726,1002,EV,N16951,5816,EWR,IND,0,46,15,0
2014,1,7,2115,2335,EV,N710EV,5298,LGA,OMA,1,33,0,0
2014,1,7,1851,2039,MQ,N513MQ,2839,LGA,STL,0,6,0,28
2014,1,7,1134,1420,MQ,N535MQ,3066,JFK,TPA,0,220,0,0
2014,1,7,2052,2217,MQ,N925MQ,3044,JFK,BWI,0,16,5,241
2014,1,7,2102,2317,EV,N14179,4361,EWR,TYS,0,72,0,0
2014,1,7,1546,1809,MQ,N642MQ,3202,JFK,IND,0,8,0,21
2014,1,7,1759,2034,MQ,N546MQ,3301,LGA,RDU,0,104,50,0
2014,1,7,1531,1728,MQ,N818MQ,3305,LGA,RDU,0,43,17,53
2014,1,7,1339,1539,MQ,N1EAMQ,3281,LGA,CMH,0,124,5,0
2014,1,7,950,1120,MQ,N843MQ,3370,JFK,DCA,0,60,10,30
2014,1,7,1402,1642,MQ,N844MQ,3388,LGA,CMH,0,11,45,52
2014,1,7,1658,1919,MQ,N822MQ,3391,LGA,CMH,0,47,26,76
2014,1,7,30,347,MQ,N546MQ,3473,LGA,ATL,0,5,62,206
2014,1,7,1339,1709,VX,N642VA,165,EWR,LAX,15,44,0,0
2014,1,7,1034,1422,VX,N633VA,187,EWR,SFO,0,17,0,0
2014,1,7,1800,2159,VX,N638VA,193,EWR,SFO,31,13,0,0
2014,1,7,1329,1714,VX,N631VA,23,JFK,SFO,127,15,47,0
2014,1,7,1319,1659,VX,N628VA,411,JFK,LAX,0,20,19,0
2014,1,7,1720,2107,VX,N621VA,413,JFK,LAX,0,17,25,0
2014,1,7,2019,2356,VX,N635VA,415,JFK,LAX,19,12,0,0
2014,1,7,1907,2049,MQ,N824MQ,3486,LGA,BNA,0,67,7,0
2014,1,7,2012,2202,MQ,N535MQ,3535,JFK,CMH,0,42,5,0
2014,1,7,1810,2024,MQ,N527MQ,3526,LGA,CMH,0,40,19,0
2014,1,7,1514,1709,MQ,N839MQ,3461,LGA,BNA,0,13,25,161
2014,1,7,1515,1757,MQ,N539MQ,3669,LGA,ATL,0,15,12,0
2014,1,7,1225,1503,MQ,N517MQ,3670,LGA,ATL,0,10,8,0
2014,1,7,1606,1803,MQ,N838MQ,3340,LGA,DTW,0,98,0,30
2014,1,7,1807,1944,MQ,N501MQ,3734,LGA,BNA,0,90,7,37
2014,1,7,1622,1832,MQ,N515MQ,3199,LGA,CLT,0,8,10,84
2014,1,7,1216,1539,UA,N518UA,274,JFK,LAX,0,47,13,0
2014,1,7,705,1056,UA,N587UA,303,JFK,SFO,0,61,9,0
2014,1,7,829,1109,UA,N676UA,332,EWR,IAH,0,48,0,0
2014,1,7,1903,2158,UA,N27213,1148,EWR,TPA,0,58,0,20
2014,1,7,1724,2032,UA,N68807,1242,EWR,FLL,0,30,0,0
2014,1,7,1956,2248,UA,N73251,1269,EWR,PBI,0,31,0,18
2014,1,7,711,1039,UA,N12221,1284,EWR,SFO,0,12,5,0
2014,1,7,1824,2109,UA,N76288,1462,EWR,LAS,0,46,0,0
2014,1,7,703,1005,UA,N14731,1506,EWR,LAS,0,15,17,0
2014,1,7,1531,1837,UA,N34222,1618,EWR,TPA,0,20,17,0
2014,1,7,940,1217,UA,N15710,1711,EWR,IAH,0,18,0,1
2014,1,7,1524,1647,UA,N439UA,685,LGA,ORD,0,11,0,6
2014,1,7,1516,1814,UA,N674UA,700,EWR,IAH,0,56,5,30
2014,1,7,909,1051,UA,N515UA,711,LGA,ORD,0,9,11,0
2014,1,7,1852,2230,UA,N37464,1047,EWR,SFO,0,20,8,0
2014,1,7,1758,2147,UA,N37434,1064,EWR,SFO,0,17,9,0
2014,1,7,1745,1848,US,N745VJ,2189,LGA,DCA,0,17,0,11
2014,1,8,1038,1359,AA,N3DUAA,1131,LGA,DFW,0,13,6,0
2014,1,8,759,1108,AA,N491AA,1381,EWR,DFW,0,28,0,0
2014,1,8,636,1001,B6,N536JB,601,JFK,FLL,0,36,20,0
2014,1,8,1422,1739,B6,N536JB,1401,JFK,FLL,0,21,13,41
2014,1,8,1001,1308,B6,N784JB,223,JFK,LAX,0,22,0,0
2014,1,8,657,1153,B6,N789JB,1403,JFK,SJU,40,17,15,0
2014,1,8,938,1130,B6,N197JB,219,JFK,CLT,0,61,0,0
2014,1,8,806,1150,AA,N353AA,59,JFK,SFO,0,6,9,0
2014,1,8,1803,2055,DL,N338NB,1658,LGA,ATL,0,12,11,21
2014,1,8,1919,2200,DL,N955DL,1665,LGA,ATL,0,3,0,16
2014,1,8,1358,1720,DL,N976DL,1779,LGA,FLL,0,7,11,1
2014,1,8,1517,1838,DL,N324NB,1902,LGA,PBI,0,44,15,0
2014,1,8,1701,2102,DL,N703TW,2017,JFK,PDX,0,28,42,3
2014,1,8,2212,30,DL,N3757D,407,JFK,DEN,0,77,0,26
2014,1,8,1706,2059,DL,N710TW,409,JFK,SFO,0,37,5,29
2014,1,8,948,1302,DL,N188DN,422,JFK,LAX,0,32,0,0
2014,1,8,818,1146,DL,N704X,430,JFK,SFO,0,66,0,0
2014,1,8,1241,1443,DL,N316US,437,JFK,MSP,0,28,0,1
2014,1,8,1959,2257,DL,N3766,444,JFK,SAN,0,20,0,0
2014,1,8,932,1410,DL,N3773D,457,JFK,SJU,11,9,0,0
2014,1,8,842,1226,DL,N706TW,462,JFK,SLC,0,102,14,0
2014,1,8,1629,1916,DL,N912DL,847,LGA,ATL,0,6,2,23
2014,1,8,823,1107,DL,N342NB,884,LGA,DEN,0,8,10,0
2014,1,8,1958,2320,DL,N6710E,2137,JFK,SLC,0,20,0,0
2014,1,8,1906,2235,DL,N394DA,2256,JFK,AUS,0,30,0,33
2014,1,8,2057,2326,DL,N378DA,2323,JFK,LAS,0,12,0,9
2014,1,8,1806,2103,DL,N3744F,2391,JFK,TPA,0,24,0,35
2014,1,8,918,1231,DL,N958DL,2431,JFK,FLL,0,56,0,0
2014,1,8,1237,1419,DL,N345NW,2593,LGA,DTW,63,8,0,0
2014,1,8,2222,2330,EV,N12540,3267,EWR,ORF,0,37,0,8
2014,1,8,1502,1723,EV,N14977,4445,EWR,IND,3,98,3,106
2014,1,8,2129,2332,EV,N13978,4672,EWR,STL,0,6,17,0
2014,1,8,2122,2354,EV,N14171,5810,EWR,CVG,4,35,24,0
2014,1,8,1616,1856,MQ,N655MQ,2963,JFK,CVG,0,21,15,10
2014,1,8,810,1109,MQ,N6EAMQ,3066,JFK,TPA,0,25,4,0
2014,1,8,1553,1724,MQ,N688MQ,3231,JFK,PIT,0,19,0,0
2014,1,8,1557,1741,MQ,N848MQ,3359,JFK,RDU,0,6,0,45
2014,1,8,2013,2206,MQ,N546MQ,3591,LGA,RDU,0,17,13,61
2014,1,8,1523,1756,MQ,N511MQ,3669,LGA,ATL,0,23,3,0
2014,1,8,2037,2342,UA,N493UA,541,EWR,RSW,0,19,0,14
2014,1,8,1755,2028,US,N183UW,894,LGA,CLT,0,1,25,49
2014,1,9,2040,2229,DL,N318NB,2131,LGA,DTW,0,12,0,6
2014,1,9,1831,2118,DL,N309US,2181,LGA,MCO,0,30,0,146
2014,1,9,1523,1900,DL,N671DN,1650,LGA,ATL,0,24,55,0
2014,1,9,1835,2116,DL,N329NB,1658,LGA,ATL,0,27,0,38
2014,1,9,1814,2105,DL,N915DL,1659,LGA,ATL,0,14,4,0
2014,1,9,1225,1440,DL,N341NW,181,LGA,DTW,0,5,6,195
2014,1,9,1623,1902,DL,N925DL,847,LGA,ATL,0,17,0,0
2014,1,9,1611,1848,DL,N333NB,1705,LGA,MSY,0,20,0,0
2014,1,9,1909,2219,DL,N316NB,1854,LGA,FLL,0,24,0,0
2014,1,9,1842,2045,DL,N981DL,2019,LGA,MSP,0,17,0,0
2014,1,9,1706,1913,DL,N912DE,2231,LGA,DTW,0,29,0,0
2014,1,9,1926,2120,DL,N339NB,2331,LGA,DTW,6,12,0,17
2014,1,9,2118,25,EV,N27190,4204,EWR,OKC,9,41,9,1
2014,1,9,1141,1314,EV,N709EV,5132,LGA,SYR,11,1,13,6
2014,1,9,1551,1727,MQ,N601MQ,3231,JFK,PIT,0,7,0,15
2014,1,9,917,1143,UA,N17128,1643,EWR,DEN,0,16,0,0
2014,1,10,929,1245,AA,N319AA,1,JFK,LAX,0,20,0,0
2014,1,10,1050,1426,AA,N3AGAA,1131,LGA,DFW,0,25,21,0
2014,1,10,1324,1656,AA,N3JWAA,1143,LGA,DFW,0,15,22,59
2014,1,10,1246,1549,B6,N517JB,27,EWR,MCO,17,209,2,0
2014,1,10,1251,1546,B6,N589JB,127,EWR,MCO,45,47,6,0
2014,1,10,956,1102,B6,N206JB,116,JFK,SYR,0,6,0,14
2014,1,10,1159,1531,DL,N316NB,2111,LGA,FLL,0,8,17,41
2014,1,10,925,1241,DL,N972DL,1747,LGA,ATL,5,21,28,0
2014,1,10,1234,1533,DL,N371NB,1875,LGA,TPA,17,23,0,16
2014,1,10,1245,1527,DL,N950DL,1947,LGA,ATL,0,28,0,17
2014,1,10,921,1250,AA,N3LEAA,2335,LGA,MIA,0,21,9,0
2014,1,10,958,1156,EV,N16561,3839,EWR,ROC,0,53,40,0
2014,1,10,1117,1345,EV,N26141,4106,EWR,STL,9,18,36,0
2014,1,10,1030,1353,EV,N12142,4407,EWR,OMA,59,66,59,26
2014,1,10,1004,1224,EV,N11535,4714,EWR,CLT,5,6,13,0
2014,1,10,1022,1219,EV,N759EV,5286,LGA,BTV,0,42,24,0
2014,1,10,908,1215,EV,N713EV,5447,LGA,SAV,0,3,28,0
2014,1,10,1931,2139,MQ,N1EAMQ,2839,LGA,STL,0,4,18,72
2014,1,10,1601,1834,MQ,N678MQ,2963,JFK,CVG,0,2,8,14
2014,1,10,928,1223,EV,N15986,4370,EWR,CHS,0,11,45,0
2014,1,10,1634,1846,MQ,N542MQ,3301,LGA,RDU,0,19,27,0
2014,1,10,1251,1514,MQ,N503MQ,3281,LGA,CMH,0,3,28,73
2014,1,10,1621,1829,MQ,N849MQ,3416,LGA,RDU,0,3,23,58
2014,1,10,1145,1450,UA,N36469,1444,EWR,TPA,0,15,11,0
2014,1,10,941,1446,UA,N15712,1519,EWR,STT,0,17,0,0
2014,1,10,1040,1348,UA,N68802,1623,EWR,MCO,0,45,16,0
2014,1,10,1036,1358,UA,N39297,1711,EWR,IAH,0,7,18,0
2014,1,10,1135,1502,UA,N36280,1735,EWR,LAX,0,35,8,0
2014,1,10,1904,2113,MQ,N856MQ,3486,LGA,BNA,0,3,34,61
2014,1,10,1805,1951,MQ,N503MQ,3501,LGA,RDU,0,4,1,31
2014,1,10,1727,1931,MQ,N812MQ,3530,LGA,DTW,0,11,4,6
2014,1,10,1249,1422,MQ,N856MQ,3461,LGA,BNA,0,6,3,23
2014,1,10,1142,1347,MQ,N511MQ,3466,LGA,RDU,0,8,20,74
2014,1,10,1910,2103,MQ,N6EAMQ,3591,LGA,RDU,0,15,13,0
2014,1,10,1824,2128,MQ,N528MQ,3748,EWR,ORD,0,9,94,110
2014,1,10,1455,1653,MQ,N1EAMQ,3340,LGA,DTW,0,8,3,48
2014,1,10,1924,2144,MQ,N510MQ,3349,LGA,MSP,0,22,25,17
2014,1,10,1625,1809,MQ,N513MQ,3734,LGA,BNA,0,9,14,16
2014,1,10,1108,1405,UA,N39728,1124,EWR,EGE,0,77,6,0
2014,1,10,1146,1450,UA,N33209,1143,EWR,PBI,0,23,7,24
2014,1,10,1159,1451,UA,N19130,1180,EWR,MCO,0,12,3,0
2014,1,10,1151,1426,UA,N76529,1206,LGA,DEN,0,18,5,21
2014,1,10,1018,1156,UA,N803UA,354,EWR,BOS,0,17,25,0
2014,1,10,953,1305,UA,N403UA,446,EWR,MIA,0,29,0,0
2014,1,10,1105,1416,UA,N475UA,496,EWR,FLL,0,39,1,0
2014,1,10,1332,1531,UA,N848UA,681,LGA,ORD,0,32,29,0
2014,1,10,1519,1725,UA,N802UA,685,LGA,ORD,0,10,36,9
2014,1,10,1751,1941,UA,N829UA,689,LGA,ORD,0,20,3,31
2014,1,10,1856,2050,UA,N821UA,691,LGA,ORD,0,11,14,45
2014,1,10,2007,2208,UA,N445UA,695,LGA,ORD,0,5,23,2
2014,1,10,920,1103,UA,N422UA,711,LGA,ORD,0,20,5,0
2014,1,10,1500,1718,US,N566UW,1995,LGA,CLT,0,10,16,0
2014,1,10,1235,1343,US,N952UW,2146,LGA,BOS,0,1,0,34
2014,1,10,1629,1844,US,N748UW,765,LGA,CLT,0,7,7,40
2014,1,10,1741,1940,US,N189UW,894,LGA,CLT,0,4,0,23
2014,1,10,1549,1802,US,N967UW,1775,LGA,PHL,0,14,53,0
2014,1,11,2144,128,AA,N339AA,185,JFK,LAX,0,9,24,0
2014,1,11,1609,1954,AA,N783AA,133,JFK,LAX,0,24,5,0
2014,1,11,1609,1937,AA,N5FNAA,145,JFK,MIA,0,50,0,2
2014,1,11,1828,1933,AA,N319AA,178,JFK,BOS,0,291,5,47
2014,1,11,1806,2125,AA,N784AA,181,JFK,LAX,0,42,0,28
2014,1,11,2309,41,AA,N3CFAA,199,JFK,ORD,0,206,0,120
2014,1,11,2017,2328,AA,N3HLAA,291,JFK,AUS,0,13,0,160
2014,1,11,2313,422,AA,N5CGAA,1029,JFK,SJU,0,253,10,0
2014,1,11,1557,1915,AA,N5DSAA,2285,JFK,MCO,0,60,8,2
2014,1,11,1835,2138,AA,N399AA,2351,JFK,MIA,0,36,0,7
2014,1,11,2052,2236,AA,N3JVAA,2314,JFK,BOS,0,4,34,48
2014,1,11,2009,2258,AA,N624AA,2448,JFK,EGE,0,153,0,0
2014,1,11,1738,2101,B6,N507JB,301,JFK,FLL,0,189,13,0
2014,1,11,1641,2004,B6,N534JB,383,JFK,MCO,0,235,33,0
2014,1,11,1936,2311,B6,N536JB,201,JFK,FLL,0,9,22,82
2014,1,11,1809,2115,B6,N559JB,89,JFK,SAN,0,13,0,75
2014,1,11,1858,2239,B6,N570JB,359,JFK,BUR,0,83,22,0
2014,1,11,1745,2116,B6,N585JB,325,JFK,TPA,0,138,24,30
2014,1,11,1949,2305,B6,N588JB,183,JFK,MCO,0,22,16,57
2014,1,11,1944,2304,B6,N623JB,135,JFK,PHX,0,21,0,0
2014,1,11,1723,2036,B6,N624JB,213,JFK,LGB,0,228,0,0
2014,1,11,1851,2151,B6,N633JB,263,JFK,SEA,0,57,0,0
2014,1,11,2020,2337,B6,N703JB,423,JFK,LAX,166,10,0,38
2014,1,11,1721,2052,B6,N709JB,1801,JFK,FLL,0,84,12,2
2014,1,11,1856,2330,B6,N760JB,803,JFK,SJU,0,10,0,59
2014,1,11,1741,2115,B6,N763JB,1401,JFK,FLL,0,79,30,182
2014,1,11,2011,2335,B6,N789JB,71,JFK,SLC,0,19,4,22
2014,1,11,2153,122,B6,N579JB,65,JFK,ABQ,69,50,16,0
2014,1,11,1717,1839,B6,N198JB,308,JFK,PWM,0,64,12,168
2014,1,11,2112,2358,B6,N198JB,1185,JFK,RDU,0,10,60,207
2014,1,11,2042,2222,B6,N203JB,1734,JFK,BTV,0,252,13,0
2014,1,11,1444,1748,B6,N258JB,316,JFK,SYR,0,14,112,133
2014,1,11,1805,1914,B6,N273JB,1307,JFK,IAD,0,332,0,0
2014,1,11,1656,1953,B6,N283JB,575,JFK,MSY,0,112,25,35
2014,1,11,1734,1916,B6,N351JB,1318,JFK,BOS,0,160,36,114
2014,1,11,1937,2113,B6,N355JB,286,JFK,ROC,196,31,12,84
2014,1,11,1958,2301,AA,N3JBAA,45,JFK,LAS,0,41,8,137
2014,1,11,1733,2226,AA,N621AA,95,JFK,SJU,0,21,0,35
2014,1,11,1432,1554,EV,N717EV,5029,LGA,BNA,70,202,0,0
2014,1,11,856,1640,HA,N392HA,51,JFK,HNL,0,90,0,0
2014,1,11,1344,1541,MQ,N510MQ,2789,LGA,CLT,0,6,0,15
2014,1,11,1730,2129,VX,N627VA,27,JFK,SFO,0,9,5,55
2014,1,11,1634,1934,WN,N733SA,2551,EWR,HOU,0,6,0,48
2014,1,11,2157,14,MQ,N857MQ,3621,JFK,DCA,0,6,62,21
2014,1,11,1506,1641,MQ,N535MQ,3588,LGA,MSP,0,14,0,2
2014,1,11,1247,1529,MQ,N521MQ,3670,LGA,ATL,0,2,12,30
2014,1,11,1000,1227,EV,N830AS,5711,JFK,IAD,0,1,63,0
2014,1,11,1033,1445,UA,N595UA,642,JFK,SFO,0,8,37,0
2014,1,11,1620,1835,US,N768US,2013,LGA,CLT,0,4,7,34
2014,1,11,1304,1528,US,N172US,725,JFK,CLT,0,15,21,49
2014,1,11,1528,1823,US,N110UW,1802,JFK,CLT,0,28,46,79
2014,1,12,1553,1833,B6,N784JB,325,JFK,TPA,0,29,0,0
2014,1,13,1231,1425,MQ,N838MQ,3461,LGA,BNA,0,11,24,0
2014,1,14,1540,1721,US,N953UW,1775,LGA,PHL,0,1,21,4
2014,1,15,913,1102,EV,N11551,4099,EWR,STL,0,49,0,0
2014,1,15,1331,1430,EV,N14105,4511,EWR,ROC,0,21,0,226
2014,1,15,823,1041,EV,N11547,4393,EWR,IND,0,110,0,0
2014,1,15,1123,1338,EV,N16954,5677,EWR,IND,0,157,0,0
2014,1,15,1108,1346,EV,N710EV,5447,LGA,SAV,3,119,0,0
2014,1,15,1829,1941,US,N750UW,2191,LGA,DCA,0,1,0,21
2014,1,16,1501,1800,AA,N3GBAA,1145,LGA,DFW,0,115,0,0
2014,1,16,1354,1612,MQ,N532MQ,2789,LGA,CLT,0,5,18,29
2014,1,16,1707,1857,MQ,N508MQ,2840,LGA,STL,0,11,0,86
2014,1,16,1242,1521,MQ,N510MQ,2876,LGA,STL,0,37,49,40
2014,1,16,1451,1558,US,N963UW,2150,LGA,BOS,0,10,3,41
2014,1,16,1505,1646,US,N750UW,2185,LGA,DCA,0,5,22,0
2014,1,16,1546,1810,MQ,N542MQ,3553,LGA,XNA,0,35,0,0
2014,1,16,2034,2223,MQ,N539MQ,3526,LGA,CMH,0,16,0,132
2014,1,16,2013,2147,MQ,N517MQ,3591,LGA,RDU,0,10,0,62
2014,1,16,2119,2316,MQ,N0EGMQ,3674,LGA,CLE,0,39,17,110
2014,1,16,1322,1554,MQ,N800MQ,3675,LGA,BNA,0,192,57,0
2014,1,16,1233,1532,EV,N825AS,5736,LGA,IAD,7,134,94,0
2014,1,16,1313,1625,UA,N38417,1544,EWR,MIA,0,18,5,0
2014,1,18,1033,1357,AA,N3FJAA,1131,LGA,DFW,0,8,9,0
2014,1,18,1116,1454,DL,N361NB,2111,LGA,FLL,0,6,26,0
2014,1,18,1352,1541,MQ,N6EAMQ,2789,LGA,CLT,0,6,0,15
2014,1,18,1954,2102,WN,N416WN,2196,LGA,MDW,0,47,0,0
2014,1,18,2038,2202,WN,N455WN,2361,LGA,MDW,0,221,0,1
2014,1,18,1509,1802,MQ,N546MQ,3669,LGA,ATL,0,9,23,0
2014,1,18,1022,1344,UA,N422UA,591,LGA,IAH,0,17,5,0
2014,1,18,1902,2027,UA,N54241,1681,EWR,ORD,0,173,0,60
2014,1,20,2122,2250,MQ,N845MQ,3257,LGA,RDU,0,6,0,24
2014,1,21,1955,2332,AA,N786AA,133,JFK,LAX,0,247,0,0
2014,1,21,1745,2123,AA,N5EUAA,145,JFK,MIA,0,35,3,120
2014,1,21,1241,1419,AA,N4WNAA,327,LGA,ORD,0,14,0,40
2014,1,21,1156,1540,AA,N3JVAA,388,LGA,MIA,0,7,29,9
2014,1,21,924,1258,AA,N374AA,1085,JFK,MIA,0,14,9,0
2014,1,21,1031,1356,AA,N3FRAA,1131,LGA,DFW,0,6,10,0
2014,1,21,1207,1459,AA,N3EHAA,1139,LGA,DFW,0,34,0,0
2014,1,21,1630,1946,AA,N3JEAA,1145,LGA,DFW,0,198,6,17
2014,1,21,1324,1646,AA,N3EAAA,1623,EWR,MIA,0,114,17,0
2014,1,21,1108,1449,AA,N3DAAA,1599,LGA,MIA,0,15,26,13
2014,1,21,1243,1628,AA,N5DVAA,1697,JFK,MIA,0,18,35,0
2014,1,21,1652,2013,AA,N5BSAA,2285,JFK,MCO,0,104,11,13
2014,1,21,1412,1729,B6,N570JB,505,EWR,FLL,18,24,18,0
2014,1,21,1945,2315,B6,N643JB,359,JFK,BUR,77,53,11,0
2014,1,21,1530,1901,B6,N266JB,553,JFK,PBI,0,114,35,30
2014,1,21,1720,1903,B6,N306JB,918,JFK,BOS,0,24,26,11
2014,1,21,1508,1624,B6,N329JB,308,JFK,PWM,0,103,6,0
2014,1,21,1939,2130,B6,N334JB,1407,JFK,IAD,0,109,34,0
2014,1,21,1748,2000,B6,N337JB,1185,JFK,RDU,0,13,26,0
2014,1,21,1728,1944,B6,N373JB,1119,JFK,CLT,0,10,15,0
2014,1,21,1513,1904,B6,N565JB,301,JFK,FLL,0,27,41,17
2014,1,21,941,1356,B6,N641JB,271,LGA,FLL,0,11,65,0
2014,1,21,1301,1611,B6,N657JB,383,JFK,MCO,0,15,20,0
2014,1,21,1907,2239,B6,N705JB,263,JFK,SEA,0,86,19,0
2014,1,21,1636,2009,B6,N729JB,83,JFK,MCO,0,101,29,0
2014,1,21,1508,2059,B6,N779JB,703,JFK,SJU,0,9,56,0
2014,1,21,1806,2156,B6,N821JB,415,JFK,SFO,0,24,10,27
2014,1,21,1900,26,AA,N5DSAA,95,JFK,SJU,0,150,26,0
2014,1,21,1648,2052,DL,N718TW,409,JFK,SFO,0,48,16,0
2014,1,21,2044,27,DL,N193DN,417,JFK,LAX,65,249,9,0
2014,1,21,2145,116,DL,N1501P,427,JFK,LAX,0,90,6,0
2014,1,21,1103,1430,DL,N3739P,436,JFK,SLC,0,8,12,0
2014,1,21,1232,1440,DL,N375NC,437,JFK,MSP,0,26,0,0
2014,1,21,2022,2339,DL,N3744F,444,JFK,SAN,0,62,0,0
2014,1,21,2137,116,DL,N381DN,458,JFK,PHX,0,85,0,0
2014,1,21,1023,1415,DL,N727TW,469,JFK,SFO,0,23,17,0
2014,1,21,1729,2103,DL,N704X,477,JFK,LAX,0,43,0,1
2014,1,21,1200,1412,DL,N931DL,479,JFK,ATL,0,53,0,130
2014,1,21,1709,2002,DL,N3752,485,JFK,ATL,0,60,13,9
2014,1,21,836,1105,DL,N370NB,884,LGA,DEN,0,16,0,0
2014,1,21,1204,1447,DL,N989AT,1306,EWR,ATL,0,19,19,0
2014,1,21,1439,1717,DL,N933AT,1335,EWR,ATL,0,33,9,66
2014,1,21,837,1217,DL,N911DL,1885,LGA,MCO,0,7,42,0
2014,1,21,1617,1916,DL,N979AT,1942,EWR,ATL,2,19,30,26
2014,1,21,1741,2045,DL,N995AT,2042,EWR,ATL,3,24,35,29
2014,1,21,1708,2044,DL,N374DA,2065,JFK,FLL,0,20,13,32
2014,1,21,1343,1613,DL,N980DL,2219,LGA,MSP,0,138,19,0
2014,1,21,1120,1359,DL,N355NW,2593,LGA,DTW,0,3,41,7
2014,1,21,1650,1825,EV,N14953,3822,EWR,RIC,14,148,14,58
2014,1,21,1253,1534,EV,N33182,4106,EWR,STL,0,123,49,0
2014,1,21,955,1301,EV,N48901,4087,EWR,IND,45,29,45,6
2014,1,21,1015,1228,EV,N16951,4091,LGA,IAD,0,3,48,0
2014,1,21,1522,1901,EV,N12567,4141,EWR,ATL,68,67,68,14
2014,1,21,1515,1652,EV,N14562,3824,EWR,PWM,23,14,23,129
